,lokalita,kraj,pod_uhli,pod_plyn,pod_bio,pod_olej,pod_ost,vykon,pocet_odberat,pocet_mist,nad_10_czk,nad_10_gj,pod_10_czk,pod_10_gj,cptv_czk,cptv_gj,prim_rozv_czk,prim_rozv_gj,cvs_czk,cvs_gj,cvs_voda_czk,cvs_voda_gj,blok_kot_czk,blok_kot_gj,sek_rozv_czk,sek_rozv_gj,dps_czk,dps_gj,dom_kot_czk,dom_kot_gj,dod_cena,dod_mnozstvi
2779,Trutnov - Náchodská 524,H,0.7070000000000001,0.0018,0.29,0.0013,0.0,0.0,6,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,560.44,7407.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,560.44,7407.0
2780,Třebelovice - Velký Újezd 7,J,0.0,1.0,0.0,0.0,0.0,0.496,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,413.83,1909.0,413.83,1909.0
2781,Třebíč - (Teplárna JIH),J,0.0,0.0,1.0,0.0,0.0,8.6,1,2,0.0,0.0,387.55,64458.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,387.55,64458.0
2782,Třebíč - CZT,J,0.0,0.0842,0.9158,0.0,0.0,57.422,782,971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,496.82,242591.0,0.0,0.0,537.35,68686.0,0.0,0.0,505.76329995470275,311277.0
2783,Třebíč - Dr. Holubce 763/1,J,0.0,1.0,0.0,0.0,0.0,0.32,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,643.78,1047.0,643.78,1047.0
2784,Třebíč - Lavického 333,J,0.0,1.0,0.0,0.0,0.0,0.018000000000000002,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271.71,170.0,271.71,170.0
2785,Třebíč - plynové kotelny,J,0.0,1.0,0.0,0.0,0.0,3.662,13,17,0.0,0.0,451.46,1316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,471.94,7780.0,468.97697449428324,9096.0
2786,Třebíč - Znojemská 1032/25,J,0.0,1.0,0.0,0.0,0.0,0.284,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,647.67,1056.0,647.67,1056.0
2787,"Třebíč (Teplárna SEVER, Rafaelova, Teplárna JIH, Kubišova, Teplárna 
ZÁPAD, Koželužská)",J,0.0,0.0,1.0,0.0,0.0,35.7,1,7,0.0,0.0,387.5,282913.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,387.5,282913.0
2788,Třeboň - Dukelská 1293,C,0.0,1.0,0.0,0.0,0.0,0.15,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,503.75,483.0,503.75,483.0
2789,Třeboň - Lázeňská,C,0.0,0.0,1.0,0.0,0.0,0.8740000000000001,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307.59,14689.0,0.0,0.0,307.59,14689.0
2790,"Třeboň - Tylova 171, Bertiny lázně",C,0.0,1.0,0.0,0.0,0.0,0.47600000000000003,1,2,0.0,0.0,225.12,4675.0,225.13,332.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.1206630716996,5007.0
2791,Třeboň 2 - Vrchlického 1116,C,0.0,1.0,0.0,0.0,0.0,2.0,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,786.58,1165.0,0.0,0.0,786.58,1165.0
2792,Třeboň 3 - Boženy Němcové 1117,C,0.0,1.0,0.0,0.0,0.0,0.154,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,560.46,803.0,0.0,0.0,560.46,803.0
2793,Třemošná - areál,P,0.0,0.0,1.0,0.0,0.0,1.177,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,416.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,416.0
2794,Třemošná 1,P,0.0,1.0,0.0,0.0,0.0,4.625,11,23,0.0,0.0,0.0,0.0,593.06,3831.0,0.0,0.0,0.0,0.0,0.0,0.0,593.06,7514.0,0.0,0.0,0.0,0.0,593.05,1305.0,593.0589683794466,12650.0
2795,Třemošná 2,P,0.0,1.0,0.0,0.0,0.0,0.72,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,544.07,2518.0,544.07,2518.0
2796,"Třemošnice čp. 42,438,254,255,290",E,0.0,1.0,0.0,0.0,0.0,0.499,4,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,427.0,2551.0,427.0,2551.0
2797,Třešť - bloková kotelna,J,0.0,1.0,0.0,0.0,0.0,3.84,13,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,598.52,11808.0,0.0,0.0,598.52,11808.0
2798,Tři Sekery,K,0.0,0.0,0.0,1.0,0.0,0.05,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,557.96,22.0,557.96,22.0
2799,Třinec,T,0.4744,0.0183,0.0,0.0,0.5073,0.0,174,363,0.0,0.0,0.0,0.0,0.0,0.0,293.51,125855.0,0.0,0.0,415.14,22665.0,0.0,0.0,415.15,101102.0,415.15,57911.0,0.0,0.0,365.3692322449948,307533.0
2800,Třinec,T,0.43079999999999996,0.0166,0.0,0.0,0.5526,612.39,192,570,0.0,0.0,0.0,0.0,0.0,0.0,240.59,1043374.0,0.0,0.0,0.0,0.0,0.0,0.0,327.82,551108.0,0.0,0.0,0.0,0.0,270.73969804613665,1594482.0
2801,Třinec - Lidická 624,T,0.4744,0.0183,0.0,0.0,0.5073,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,642.09,1123.0,0.0,0.0,642.09,1123.0
2802,Třinecko,T,0.0,0.9834,0.0166,0.0,0.0,13.115,39,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,491.68,35015.0,491.68,35015.0
2803,Tupadly 59,S,0.0,0.0,1.0,0.0,0.0,1.126,1,1,0.0,0.0,217.8,4850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217.8,4850.0
2804,Turnov,L,0.0,1.0,0.0,0.0,0.0,15.932,50,69,0.0,0.0,0.0,0.0,562.35,14380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,562.35,30077.0,0.0,0.0,562.35,44457.0
2805,"Turnov - 28. října 1335, ubytovna",L,0.0,1.0,0.0,0.0,0.0,0.066,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,391.39,112.0,391.39,112.0
2806,Turnov - 28.října,L,0.0,1.0,0.0,0.0,0.0,6.75,3,3,0.0,0.0,0.0,0.0,830.56,2518.0,0.0,0.0,0.0,0.0,0.0,0.0,588.76,11294.0,0.0,0.0,0.0,0.0,0.0,0.0,632.8414074717637,13812.0
2807,Turnov - Skálova 92,L,0.0,1.0,0.0,0.0,0.0,0.48200000000000004,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,549.25,629.0,549.25,629.0
2808,Tušimice - areál Doly Nástup,U,0.996,0.0015,0.0022,0.0003,0.0,0.0,6,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,588.05,15199.0,0.0,0.0,0.0,0.0,588.05,15199.0
2809,Tušimice - Elektrárna Tušimice,U,0.9990000000000001,0.001,0.0,0.0,0.0,2044.6,32,45,216.2,456723.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318.48,8367.0,0.0,0.0,0.0,0.0,218.0400239953557,465090.0
2810,Týn nad Vltavou,C,0.0,0.0001,0.0,0.0,0.9998999999999999,0.0,705,818,0.0,0.0,0.0,0.0,0.0,0.0,467.3,19433.0,0.0,0.0,539.01,11014.0,0.0,0.0,544.13,78197.0,0.0,0.0,0.0,0.0,529.8684754795479,108644.0
2811,Týnec nad Sázavou,S,0.0,1.0,0.0,0.0,0.0,25.087,73,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,525.42,32678.0,0.0,0.0,525.42,32678.0
2812,Týniště nad Orlicí - K 1,H,0.0,1.0,0.0,0.0,0.0,2.283,13,13,0.0,0.0,0.0,0.0,573.9,3098.0,0.0,0.0,0.0,0.0,0.0,0.0,573.7,3740.0,0.0,0.0,0.0,0.0,0.0,0.0,573.7906112898509,6838.0
2813,Týniště nad Orlicí - K 2,H,0.0,1.0,0.0,0.0,0.0,1.79,11,11,0.0,0.0,0.0,0.0,587.59,2484.0,0.0,0.0,0.0,0.0,0.0,0.0,587.58,3939.0,0.0,0.0,0.0,0.0,0.0,0.0,587.5838673517048,6423.0
2814,Uherské Hradiště,Z,0.9675,0.0325,0.0,0.0,0.0,46.227,137,171,414.58,25484.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,534.18,27008.0,600.3,128103.0,568.97,4533.0,564.3212375761635,185128.0
2815,Uherské Hradiště - Otakarova 1073,Z,0.0,1.0,0.0,0.0,0.0,0.45,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,740.47,622.0,740.47,622.0
2816,Uherské Hradiště - Růžová 1238,Z,0.0,1.0,0.0,0.0,0.0,0.142,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,640.73,382.0,640.73,382.0
2817,Uherské Hradiště - Štěpnická 1112,Z,0.0,1.0,0.0,0.0,0.0,0.22699999999999998,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,649.5,354.0,649.5,354.0
2818,Uherský Brod,Z,0.0,1.0,0.0,0.0,0.0,23.144000000000002,31,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,515.19,14413.0,0.0,0.0,611.22,37623.0,610.9,370.0,584.8070169446247,52406.0
2819,Uherský Brod - Bří Lužů 107,Z,0.0,1.0,0.0,0.0,0.0,0.29100000000000004,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,649.25,788.0,649.25,788.0
2820,Uherský Ostroh - Veselská 384,Z,0.0,0.0,1.0,0.0,0.0,13.34,1,1,174.8,31969.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.8,31969.0
2821,Uherský Ostroh - Veselská 384,Z,0.0,0.0,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,175.72,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.72,1.0
2822,Uhlířské Janovice - Jungmannova 144,S,1.0,0.0,0.0,0.0,0.0,2.012,78,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,656.0,1877.0,0.0,0.0,0.0,0.0,0.0,0.0,656.0,1877.0
2823,Újezd u Brna - Na Zahrádkách 942,B,0.0,1.0,0.0,0.0,0.0,0.256,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,508.67,842.0,508.67,842.0
2824,Unhošť,S,0.0,1.0,0.0,0.0,0.0,0.37799999999999995,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,386.74,1986.0,386.74,1986.0
2825,Unhošť - nelicencované,S,0.0,1.0,0.0,0.0,0.0,0.747,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390.41,2159.0,390.41,2159.0
2826,Uničov,M,0.0,1.0,0.0,0.0,0.0,17.782,28,73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,631.58,50779.0,0.0,0.0,631.58,50779.0
2827,"Uničov - Bratří Čapků 661, 662, Pionýrů 673, 674",M,0.0,1.0,0.0,0.0,0.0,0.382,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,558.53,1268.0,0.0,0.0,0.0,0.0,0.0,0.0,558.53,1268.0
2828,Uničov - Haškova 211,M,0.0,1.0,0.0,0.0,0.0,0.48200000000000004,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374.77,1475.0,374.77,1475.0
2829,"Uničov - Na Nivách 1360, 1361",M,0.0,1.0,0.0,0.0,0.0,0.096,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,455.06,446.0,455.06,446.0
2830,Uničov - Nádražní 530,M,0.0,1.0,0.0,0.0,0.0,0.102,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383.51,594.0,383.51,594.0
2831,"Uničov - Nerudova 790, 791",M,0.0,1.0,0.0,0.0,0.0,0.073,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,373.7,153.0,373.7,153.0
2832,"Uničov - Nerudova 792, 793",M,0.0,1.0,0.0,0.0,0.0,0.06,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340.83,238.0,340.83,238.0
2833,"Uničov - Nerudova 796, 797",M,0.0,1.0,0.0,0.0,0.0,0.073,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.88,231.0,342.88,231.0
2834,"Uničov - Panská 55, Olomoucká 226, Gymnazijní 237, Bezručovo nám. 
480, Šternberská 492, Šternberská",M,0.0,1.0,0.0,0.0,0.0,1.71,1,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,543.03,4740.0,543.03,4740.0
2835,Uničov - Šternberská,M,0.0,1.0,0.0,0.0,0.0,0.14400000000000002,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.99,454.0,512.99,454.0
2836,Úsilov 49,P,0.0,0.0,1.0,0.0,0.0,0.662,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,5120.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,5120.0
2837,Ústí nad Labem - Bělehradská 22,U,0.0,1.0,0.0,0.0,0.0,0.1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,497.59,443.0,497.59,443.0
2838,Ústi nad Labem - Berní 2261/1,U,0.9887,0.0001,0.0011,0.0024,0.0077,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1010.65,585.0,0.0,0.0,1010.65,585.0
2839,"Ústí nad Labem - Kočkovská 18/2699, ČHMÚ",U,0.0,1.0,0.0,0.0,0.0,0.17300000000000001,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,484.48,840.0,484.48,840.0
2840,Ústi nad Labem - Kramoly 1574/39,U,0.9893000000000001,0.0009,0.001,0.0021,0.0068000000000000005,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,864.53,938.0,0.0,0.0,864.53,938.0
2841,Ústí nad Labem - Masarykova 625,U,0.0,1.0,0.0,0.0,0.0,0.153,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,526.03,204.0,526.03,204.0
2842,"Ústí nad Labem - Neštěmice, U Tonasa 172/2",U,0.9887,0.0001,0.0011,0.0024,0.0077,0.0,3,7,0.0,0.0,0.0,0.0,0.0,0.0,421.2,16174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,421.2,16174.0
2843,"Ústi nad Labem - Předlická 460/22, Materialise",U,0.0,1.0,0.0,0.0,0.0,0.09,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,387.09,793.0,387.09,793.0
2844,Ústi nad Labem - rozvod tepla,U,0.9893000000000001,0.0009,0.001,0.0021,0.0068000000000000005,0.0,808,1146,0.0,0.0,0.0,0.0,0.0,0.0,482.94,3470.0,0.0,0.0,519.68,257887.0,0.0,0.0,556.43,541481.0,519.22,87641.0,0.0,0.0,541.8384384247129,890479.0
2845,Ústí nad Labem - Střekov,U,0.9937,0.0063,0.0,0.0,0.0,248.0,124,158,0.0,0.0,0.0,0.0,0.0,0.0,311.89,739786.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311.89,739786.0
2846,Ústí nad Labem - Trmice,U,0.9887,0.0001,0.0011,0.0024,0.0077,0.0,894,1210,0.0,0.0,0.0,0.0,0.0,0.0,356.93,2149367.0,0.0,0.0,0.0,0.0,0.0,0.0,430.34,80969.0,646.03,57173.0,0.0,0.0,366.7540700211453,2287509.0
2847,Ústi nad Labem - Vaníčkova 1594/1,U,0.9887,0.0001,0.0011,0.0024,0.0077,0.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,578.2,1111.0,0.0,0.0,578.2,1111.0
2848,"Ústi nad Labem - Všebořice, Podhoří 400/38",U,0.0,0.0,1.0,0.0,0.0,0.58,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333.0,218.0,0.0,0.0,0.0,0.0,0.0,0.0,333.0,218.0
2849,"Ústi nad Labem, Povrly - plynové blokové kotelny",U,0.0,1.0,0.0,0.0,0.0,2.346,3,9,0.0,0.0,0.0,0.0,519.09,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,551.08,5376.0,0.0,0.0,0.0,0.0,0.0,0.0,544.4704958677686,6776.0
2850,"Ústi nad Labem, Povrly - plynové domovní kotelny",U,0.0,1.0,0.0,0.0,0.0,0.488,5,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,543.11,2243.0,543.11,2243.0
2851,Ústí nad Orlicí - bytové kotelny,E,0.0,1.0,0.0,0.0,0.0,18.715999999999998,35,85,0.0,0.0,0.0,0.0,0.0,0.0,454.65,10043.0,0.0,0.0,0.0,0.0,500.32,26443.0,0.0,0.0,500.32,23666.0,0.0,0.0,492.694920035909,60152.0
2852,Ústí nad Orlicí - Cihlářská 761,E,0.0,1.0,0.0,0.0,0.0,0.96,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,521.99,2248.0,0.0,0.0,0.0,0.0,0.0,0.0,521.99,2248.0
2853,Ústí nad Orlicí - Dukelská č.p. 309-10,E,0.0,1.0,0.0,0.0,0.0,0.07400000000000001,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,426.46,254.0,426.46,254.0
2854,Ústí nad Orlicí - Dukelská č.p. 311-12,E,0.0,1.0,0.0,0.0,0.0,0.07400000000000001,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.12,290.0,320.12,290.0
2855,Ústí nad Orlicí - Dukelská č.p. 314-5,E,0.0,1.0,0.0,0.0,0.0,0.09,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,319.93,370.0,319.93,370.0
2856,Ústí nad Orlicí - Dukelská č.p. 546-551,E,0.0,1.0,0.0,0.0,0.0,0.35,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,428.33,1334.0,428.33,1334.0
2857,Ústi nad Orlicí - Husova 1062 (divadlo),E,0.0,1.0,0.0,0.0,0.0,0.452,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,690.25,839.0,690.25,839.0
2858,Ústí nad Orlicí - Karpatská č.p. 202-3,E,0.0,1.0,0.0,0.0,0.0,0.07400000000000001,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,462.33,456.0,462.33,456.0
2859,Ústi nad Orlicí - Kozinova 1170,E,0.0,1.0,0.0,0.0,0.0,0.157,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371.37,450.0,371.37,450.0
2860,Ústí nad Orlicí - Letohradská č.p. 1356-7,E,0.0,1.0,0.0,0.0,0.0,0.07400000000000001,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442.24,538.0,442.24,538.0
2861,Ústi nad Orlicí - Lochmanova 1400,E,0.0,1.0,0.0,0.0,0.0,0.294,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,669.87,1817.0,669.87,1817.0
2862,Ústí nad Orlicí - Lukesova č.p. 412,E,0.0,1.0,0.0,0.0,0.0,0.09,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316.6,419.0,316.6000000000001,419.0
2863,Ústí nad Orlicí - Mazánkova,E,0.0,1.0,0.0,0.0,0.0,1.791,1,1,0.0,0.0,185.8,25668.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.8,25668.0
2864,Ústi nad Orlicí - Na Pláni 1532-1533 (KK),E,0.0,1.0,0.0,0.0,0.0,0.07,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,436.7,271.0,436.7,271.0
2865,Ústi nad Orlicí - Na Výsluní 200 (KK),E,0.0,1.0,0.0,0.0,0.0,0.08199999999999999,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,349.13,408.0,349.13,408.0
2866,Ústí nad Orlicí - Nová č.p. 1326-7,E,0.0,1.0,0.0,0.0,0.0,0.09,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.61,619.0,375.61,619.0
2867,Ústí nad Orlicí - Okružní (kotelna Podměstí),E,0.0,1.0,0.0,0.0,0.0,0.723,1,1,0.0,0.0,224.95,7416.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.95,7416.0
2868,Ústí nad Orlicí - Popradská č.p. 1441-4,E,0.0,1.0,0.0,0.0,0.0,0.38,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,405.57,1662.0,405.57,1662.0
2869,Ústi nad Orlicí - Poříční 443 (KK),E,0.0,1.0,0.0,0.0,0.0,0.172,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,472.48,762.0,472.48,762.0
2870,Ústi nad Orlicí - Smetanova 510,E,0.0,1.0,0.0,0.0,0.0,0.48,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,498.15,910.0,498.15,910.0
2871,Ústí nad Orlicí - Sychrova 16 (MěÚ),E,0.0,1.0,0.0,0.0,0.0,0.08199999999999999,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,566.32,239.0,566.32,239.0
2872,Ústí nad Orlicí - T.G.Masaryka č.p. 173-4,E,0.0,1.0,0.0,0.0,0.0,0.222,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383.83,945.0,383.83,945.0
2873,Ústi nad Orlicí - Třebovská 287,E,0.0,1.0,0.0,0.0,0.0,0.08800000000000001,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450.83,172.0,450.83,172.0
