,lokalita,kraj,pod_uhli,pod_plyn,pod_bio,pod_olej,pod_ost,vykon,pocet_odberat,pocet_mist,nad_10_czk,nad_10_gj,pod_10_czk,pod_10_gj,cptv_czk,cptv_gj,prim_rozv_czk,prim_rozv_gj,cvs_czk,cvs_gj,cvs_voda_czk,cvs_voda_gj,blok_kot_czk,blok_kot_gj,sek_rozv_czk,sek_rozv_gj,dps_czk,dps_gj,dom_kot_czk,dom_kot_gj,dod_cena,dod_mnozstvi
956,Jihlava - třída Legionářů 2813/10,J,0.0,1.0,0.0,0.0,0.0,0.33,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,655.96,1164.0,655.96,1164.0
957,Jihlava - Vodní ráj,J,0.0,1.0,0.0,0.0,0.0,1.679,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,455.58,7109.0,455.58,7109.0
958,Jihlava - Vrchlického 34,J,0.0,1.0,0.0,0.0,0.0,0.204,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,458.69,1513.0,0.0,0.0,458.69,1513.0
959,Jihlava - Vrchlického 49,J,0.0,1.0,0.0,0.0,0.0,0.315,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490.75,1323.0,0.0,0.0,490.75,1323.0
960,Jilemnice,L,0.0,0.0,0.0,1.0,0.0,0.10800000000000001,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,771.08,287.0,771.08,287.0
961,Jilemnice - Bělá,L,0.0,0.0,0.95,0.05,0.0,0.951,1,1,0.0,0.0,115.0,6814.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,6814.0
962,Jilemnice - domovní kotelny,L,0.0,1.0,0.0,0.0,0.0,1.98,9,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,524.18,5530.0,524.18,5530.0
963,Jilemnice - sídliště Spořilov,L,0.0,1.0,0.0,0.0,0.0,4.845,18,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,570.4,2665.0,570.4,1385.0,570.4,5502.0,570.4,10626.0,0.0,0.0,570.4,20178.0
964,Jilemnice - Valdštejnská,L,0.0,1.0,0.0,0.0,0.0,0.192,2,4,0.0,0.0,570.4,511.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,570.4,95.0,0.0,0.0,0.0,0.0,0.0,0.0,570.4,606.0
965,Jilemnice - ZŠ I,L,0.0,1.0,0.0,0.0,0.0,0.419,2,2,0.0,0.0,528.89,615.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,528.88,966.0,0.0,0.0,528.883889943074,1581.0
966,Jílové - CZT,U,0.0,1.0,0.0,0.0,0.0,10.2,25,37,0.0,0.0,0.0,0.0,0.0,0.0,599.6,23006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,599.6,23006.0
967,Jílové - Javorská 45,U,0.0,1.0,0.0,0.0,0.0,0.046,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514.29,208.0,514.29,208.0
968,Jílové u Držkova 146,L,0.0,0.0,1.0,0.0,0.0,0.542,2,2,0.0,0.0,39.57,7225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.57,7225.0
969,Jílové u Prahy,S,0.0,1.0,0.0,0.0,0.0,0.872,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,572.82,2926.0,572.82,2926.0
970,Jince - Čenkovská 266,S,0.0,1.0,0.0,0.0,0.0,0.36,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,779.9,762.0,0.0,0.0,0.0,0.0,0.0,0.0,779.8999999999999,762.0
971,Jindřichov 512,T,0.0,1.0,0.0,0.0,0.0,0.38,1,4,0.0,0.0,463.45,450.0,463.45,607.0,0.0,0.0,0.0,0.0,0.0,0.0,463.45,605.0,0.0,0.0,0.0,0.0,0.0,0.0,463.44999999999993,1662.0
972,Jindřichův Hradec,C,0.0,0.0,1.0,0.0,0.0,6.0,2,2,0.0,0.0,426.9,44597.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,426.90000000000003,44597.0
973,Jindřichův Hradec,C,0.0,0.20199999999999999,0.7979999999999999,0.0,0.0,37.723,170,227,0.0,0.0,0.0,0.0,0.0,0.0,452.43,8813.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,629.45,97543.0,0.0,0.0,614.7815538380534,106356.0
974,Jindřichův Hradec - Otín,C,0.0,0.0,1.0,0.0,0.0,29.498,30,31,0.0,0.0,0.0,0.0,0.0,0.0,345.0,81483.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,548.78,11648.0,0.0,0.0,370.4869961666899,93131.0
